sale_date,sale_price,bedrooms,bathrooms,living_area_sqft,lot_area_sqft,floors,waterfront,house_condition,overall_grade,above_basement_sqft,basement_sqft,house_age_years,renovation_year,zipcode,latitude,longitude,living_area_renovated_sqft,lot_area_renovated_sqft,Renovated,Price per sqft
  7/14/17,"230,000.00",3,1,"1,240.00","6,195.00",1.00,No,Fair,6,"1,240.00",0.00,70,0,98028,47.77,-122.27,"1,760.00","11,080.00",No,185.48
  2/15/16,"315,000.00",3,1.75,"1,890.00","10,661.00",1.00,No,Excellent,7,"1,460.00",430.00,40,0,98038,47.36,-122.06,"1,680.00","9,604.00",No,166.67
  12/14/17,"432,000.00",3,1.75,"2,410.00","51,763.00",1.00,No,Good,8,"1,410.00","1,000.00",37,0,98077,47.74,-122.06,"2,410.00","49,207.00",No,179.25
  2/15/16,"467,000.00",3,2.5,"1,530.00","3,984.00",2.00,No,Fair,8,"1,530.00",0.00,23,0,98029,47.57,-122.01,"1,720.00","4,005.00",No,305.23
  9/14/17,"255,000.00",5,3.75,"2,800.00","9,900.00",1.00,No,Fair,7,"2,800.00",0.00,54,0,98023,47.32,-122.34,"1,700.00","13,200.00",No,91.07
  4/15/16,"316,500.00",3,1.75,"1,460.00","6,360.00",1.00,No,Fair,7,"1,010.00",450.00,39,0,98106,47.53,-122.35,"1,400.00","4,240.00",No,216.78
  4/15/16,"190,000.00",4,2,"1,580.00","6,250.00",1.00,No,Fair,7,860.00,720.00,41,0,98155,47.77,-122.31,"1,580.00","6,250.00",No,120.25
  5/14/17,"490,000.00",3,2,"1,450.00","2,400.00",1.50,No,Fair,8,"1,450.00",0.00,118,2003,98107,47.67,-122.38,"1,450.00","4,275.00",Yes,337.93
  4/15/16,"378,000.00",4,1.75,"1,990.00","23,200.00",1.00,No,Good,7,"1,990.00",0.00,42,0,98059,47.49,-122.13,"1,950.00","17,040.00",No,189.95
  2/15/16,"598,800.00",6,4,"4,470.00","17,877.00",3.00,No,Fair,9,"3,230.00","1,240.00",5,0,98188,47.45,-122.27,"1,790.00","18,260.00",No,133.96
  9/14/17,"333,800.00",5,3,"1,980.00","3,868.00",1.00,No,Fair,7,"1,220.00",760.00,28,0,98118,47.52,-122.28,"1,970.00","3,868.00",No,168.59
  5/14/17,"690,000.00",4,2.5,"2,920.00","9,904.00",2.00,No,Good,9,"2,920.00",0.00,28,0,98029,47.58,-122.00,"1,810.00","5,617.00",No,236.30
  10/14/17,"320,000.00",4,1.75,"1,660.00","6,200.00",1.00,No,Good,6,830.00,830.00,70,0,98108,47.56,-122.32,"1,780.00","5,968.00",No,192.77
  4/15/16,"1,129,575.00",4,3.5,"3,190.00","6,000.00",1.50,No,Good,9,"2,410.00",780.00,106,0,98144,47.58,-122.29,"2,840.00","4,000.00",No,354.10
  7/14/17,"335,000.00",3,1.5,"1,560.00","9,600.00",1.00,No,Good,7,"1,560.00",0.00,57,0,98033,47.69,-122.16,"1,520.00","10,000.00",No,214.74
  8/14/17,"840,000.00",3,2.5,"3,050.00","33,920.00",1.00,No,Fair,8,"3,050.00",0.00,14,0,98052,47.70,-122.07,"1,970.00","60,984.00",No,275.41
  7/14/17,"608,250.00",4,2.75,"3,030.00","21,780.00",2.00,No,Fair,8,"3,030.00",0.00,32,0,98166,47.45,-122.34,"3,020.00","28,027.00",No,200.74
  6/14/17,"550,000.00",3,2.5,"2,260.00","4,165.00",2.00,No,Fair,7,"2,260.00",0.00,13,0,98075,47.59,-122.01,"2,770.00","4,566.00",No,243.36
  4/15/16,"240,000.00",3,1,"1,260.00","7,920.00",1.00,No,Fair,7,"1,260.00",0.00,52,0,98003,47.35,-122.31,"1,300.00","7,920.00",No,190.48
  4/15/16,"998,000.00",3,2.25,"3,370.00","11,757.00",2.00,No,Good,9,"3,370.00",0.00,38,0,98006,47.56,-122.16,"2,690.00","10,500.00",No,296.14
  8/14/17,"275,000.00",3,1.75,"1,490.00","8,000.00",1.00,No,Fair,8,"1,490.00",0.00,40,0,98030,47.38,-122.17,"1,740.00","8,165.00",No,184.56
  4/15/16,"284,200.00",3,2.5,"1,570.00","9,292.00",1.00,No,Fair,7,"1,110.00",460.00,41,0,98001,47.34,-122.27,"1,470.00","9,222.00",No,181.02
  7/14/17,"1,129,575.00",4,3.75,"4,490.00","7,623.00",2.00,No,Good,10,"3,090.00","1,400.00",77,0,98112,47.63,-122.29,"3,760.00","7,653.00",No,251.58
  11/14/17,"1,129,575.00",4,3.75,"4,090.00","24,825.00",2.00,No,Good,10,"3,400.00",690.00,92,0,98102,47.63,-122.32,"3,910.00","11,500.00",No,276.18
  9/14/17,"930,800.00",5,2.5,"4,150.00","96,574.00",2.00,No,Fair,10,"4,150.00",0.00,30,0,98053,47.67,-122.05,"3,320.00","40,803.00",No,224.29
  7/14/17,"930,000.00",4,3,"2,900.00","10,400.00",1.00,No,Excellent,8,"1,530.00","1,370.00",59,0,98008,47.59,-122.11,"2,820.00","10,400.00",No,320.69
  8/14/17,"215,000.00",4,1.5,"1,430.00","8,775.00",1.00,No,Fair,7,"1,030.00",400.00,39,0,98023,47.30,-122.38,"1,390.00","7,800.00",No,150.35
  4/15/16,"480,000.00",2,1.5,"1,008.00","26,487.00",1.00,Yes,Good,6,"1,008.00",0.00,75,2002,98070,47.39,-122.48,"1,132.00","24,079.00",Yes,476.19
  5/14/17,"483,945.00",2,1.75,"1,480.00","5,120.00",1.00,No,Good,6,840.00,640.00,67,0,98116,47.56,-122.39,"1,090.00","5,120.00",No,326.99
  6/14/17,"347,000.00",3,1.75,"1,240.00","8,050.00",1.00,No,Good,7,"1,240.00",0.00,40,0,98074,47.61,-122.04,"1,370.00","9,856.00",No,279.84
  3/15/16,"232,500.00",3,2,"1,370.00","9,760.00",1.00,No,Good,7,"1,110.00",260.00,39,0,98023,47.30,-122.38,"1,640.00","9,040.00",No,169.71
  5/14/17,"390,000.00",4,2.25,"1,770.00","33,132.00",1.00,No,Good,8,"1,190.00",580.00,53,0,98058,47.44,-122.15,"2,490.00","20,000.00",No,220.34
  9/14/17,"550,000.00",3,2.25,"2,160.00","15,360.00",1.00,No,Fair,8,"1,410.00",750.00,53,2000,98007,47.62,-122.14,"2,180.00","8,480.00",Yes,254.63
  8/14/17,"590,000.00",4,2.5,"2,340.00","8,971.00",2.00,No,Fair,9,"2,340.00",0.00,31,0,98029,47.57,-122.01,"2,510.00","9,219.00",No,252.14
  5/14/17,"420,850.00",1,1,960.00,"40,946.00",1.00,No,Excellent,5,960.00,0.00,73,0,98014,47.70,-121.86,"1,320.00","20,350.00",No,438.39
  2/15/16,"345,000.00",4,2.5,"2,280.00","8,190.00",1.00,No,Fair,7,"1,390.00",890.00,35,0,98188,47.44,-122.27,"1,990.00","9,000.00",No,151.32
  2/15/16,"429,800.00",3,2,"1,970.00","7,000.00",1.00,No,Fair,8,"1,970.00",0.00,32,0,98038,47.37,-122.04,"1,970.00","7,365.00",No,218.17
  6/14/17,"302,000.00",4,1.75,"1,530.00","17,664.00",1.50,No,Fair,7,"1,530.00",0.00,50,0,98058,47.45,-122.16,"1,530.00","11,625.00",No,197.39
  11/14/17,"800,000.00",4,1.5,"1,790.00","3,952.00",1.50,No,Good,8,"1,790.00",0.00,86,0,98103,47.69,-122.35,"1,200.00","3,876.00",No,446.93
  12/14/17,"250,000.00",3,2.5,"1,700.00","6,000.00",2.00,No,Fair,8,"1,700.00",0.00,21,0,98092,47.26,-122.22,"1,940.00","6,626.00",No,147.06
  7/14/17,"605,000.00",3,2,"2,660.00","4,500.00",1.00,No,Good,7,"1,330.00","1,330.00",96,0,98199,47.64,-122.40,"1,790.00","5,000.00",No,227.44
  5/14/17,"412,000.00",3,1.75,"1,950.00","52,256.00",1.00,No,Good,8,"1,950.00",0.00,33,0,98042,47.31,-122.08,"2,450.00","51,836.00",No,211.28
  11/14/17,"252,000.00",3,2,"1,340.00","5,670.00",2.00,No,Fair,6,"1,340.00",0.00,24,0,98055,47.45,-122.19,"1,290.00","4,892.00",No,188.06
  9/14/17,"375,000.00",3,1,"1,130.00","12,500.00",1.50,No,Fair,7,"1,130.00",0.00,64,0,98118,47.55,-122.27,"2,280.00","8,750.00",No,331.86
  7/14/17,"725,000.00",2,1.75,"1,950.00","2,719.00",1.00,No,Excellent,7,"1,010.00",940.00,99,0,98103,47.65,-122.35,"1,360.00","1,256.00",No,371.79
  10/14/17,"471,750.00",5,3.5,"3,790.00","8,200.00",1.00,No,Fair,8,"2,120.00","1,670.00",17,0,98056,47.49,-122.19,"1,740.00","8,676.00",No,124.47
  12/14/17,"490,000.00",4,2.25,"2,020.00","85,813.00",2.00,No,Fair,7,"2,020.00",0.00,23,0,98027,47.48,-122.03,"2,120.00","85,813.00",No,242.57
  10/14/17,"439,000.00",2,1,800.00,"5,100.00",1.00,No,Fair,7,800.00,0.00,73,0,98117,47.68,-122.39,"1,330.00","5,100.00",No,548.75
  8/14/17,"355,000.00",4,2,"1,770.00","8,890.00",1.00,No,Excellent,6,"1,770.00",0.00,69,0,98166,47.46,-122.35,"1,010.00","7,620.00",No,200.56
  5/15/16,"250,000.00",1,0.75,940.00,"87,120.00",1.00,No,Fair,6,940.00,0.00,74,0,98019,47.72,-121.96,"1,930.00","165,528.00",No,265.96
  3/15/16,"780,000.00",4,2.25,"2,260.00","16,188.00",1.00,No,Fair,10,"2,260.00",0.00,34,0,98006,47.56,-122.11,"2,840.00","10,158.00",No,345.13
  11/14/17,"409,000.00",2,1,890.00,"3,271.00",1.00,No,Good,6,890.00,0.00,100,0,98116,47.56,-122.38,"1,190.00","5,175.00",No,459.55
  6/14/17,"420,000.00",2,1,860.00,"3,880.00",1.00,No,Good,6,860.00,0.00,102,0,98117,47.69,-122.39,"1,230.00","4,260.00",No,488.37
  11/14/17,"200,000.00",1,0.75,680.00,"9,600.00",1.00,No,Fair,5,680.00,0.00,71,0,98115,47.70,-122.31,"1,580.00","6,624.00",No,294.12
  1/15/16,"830,000.00",2,1.5,"2,130.00","35,679.00",1.00,No,Good,7,"2,130.00",0.00,55,0,98033,47.66,-122.17,"2,670.00","35,679.00",No,389.67
  5/14/17,"695,000.00",3,2.5,"2,390.00","4,555.00",2.00,No,Fair,9,"2,390.00",0.00,12,0,98074,47.62,-122.03,"2,540.00","4,500.00",No,290.79
  5/14/17,"815,000.00",4,2.75,"3,488.00","9,614.00",2.00,No,Fair,10,"3,488.00",0.00,20,0,98074,47.61,-122.01,"3,600.00","10,891.00",No,233.66
  11/14/17,"210,000.00",3,1.75,"1,260.00","6,223.00",1.00,No,Fair,7,820.00,440.00,35,0,98042,47.36,-122.16,"1,260.00","6,553.00",No,166.67
  9/14/17,"635,000.00",3,1.75,"2,940.00","6,000.00",1.00,No,Good,8,"1,590.00","1,350.00",61,0,98177,47.72,-122.37,"2,880.00","8,100.00",No,215.99
  7/14/17,"562,500.00",4,2.5,"2,440.00","7,322.00",2.00,No,Fair,9,"2,440.00",0.00,27,0,98056,47.54,-122.18,"2,590.00","9,927.00",No,230.53
  5/14/17,"402,500.00",4,2.5,"2,600.00","11,951.00",2.00,No,Fair,10,"2,600.00",0.00,30,0,98023,47.31,-122.34,"2,820.00","12,093.00",No,154.81
  12/14/17,"555,000.00",3,2,"2,080.00","7,020.00",1.00,No,Good,7,"1,040.00","1,040.00",67,0,98115,47.68,-122.29,"1,920.00","7,000.00",No,266.83
  9/14/17,"310,000.00",3,1,"1,990.00","7,173.00",1.00,No,Fair,7,"1,990.00",0.00,46,0,98034,47.71,-122.21,"1,320.00","7,245.00",No,155.78
  9/14/17,"500,000.00",4,2.5,"2,840.00","18,001.00",2.00,No,Fair,9,"2,840.00",0.00,24,0,98019,47.74,-121.96,"2,500.00","18,001.00",No,176.06
  7/14/17,"430,000.00",6,3,"2,630.00","8,800.00",1.00,No,Fair,7,"1,610.00","1,020.00",59,0,98125,47.72,-122.29,"1,220.00","1,173.00",No,163.50
  6/14/17,"1,129,575.00",3,4.25,"2,820.00","7,200.00",2.00,No,Good,10,"2,460.00",360.00,88,0,98112,47.63,-122.29,"3,300.00","7,522.00",No,400.56
  10/14/17,"627,500.00",4,1,"1,560.00","4,080.00",1.50,No,Fair,7,"1,560.00",0.00,95,0,98103,47.67,-122.33,"1,890.00","4,080.00",No,402.24
  11/14/17,"335,000.00",4,2.5,"2,330.00","7,050.00",2.00,No,Fair,8,"2,330.00",0.00,20,0,98178,47.50,-122.23,"1,810.00","5,424.00",No,143.78
  3/15/16,"962,000.00",4,2.25,"3,320.00","20,100.00",1.00,No,Good,8,"1,810.00","1,510.00",37,0,98006,47.56,-122.15,"2,450.00","9,821.00",No,289.76
  7/14/17,"299,000.00",3,1.75,"1,730.00","14,270.00",1.00,No,Fair,7,"1,730.00",0.00,59,0,98065,47.53,-121.83,"1,600.00","11,232.00",No,172.83
  4/15/16,"399,950.00",4,2.5,"3,110.00","5,868.00",2.00,No,Fair,8,"3,110.00",0.00,17,0,98042,47.38,-122.13,"2,950.00","5,924.00",No,128.60
  3/15/16,"322,000.00",3,1,"1,230.00","9,660.00",1.00,No,Fair,7,"1,230.00",0.00,50,0,98053,47.68,-122.06,"1,380.00","10,125.00",No,261.79
  6/14/17,"430,000.00",2,1.5,950.00,"4,625.00",1.00,No,Good,7,950.00,0.00,69,0,98103,47.69,-122.34,"1,440.00","4,625.00",No,452.63
  5/14/17,"307,000.00",3,1.75,"1,890.00","13,860.00",1.00,No,Excellent,7,"1,890.00",0.00,52,0,98042,47.42,-122.15,"1,500.00","14,536.00",No,162.43
  11/14/17,"194,000.00",3,1.5,"1,010.00","5,000.00",1.00,No,Fair,6,"1,010.00",0.00,75,0,98178,47.49,-122.28,980.00,"5,000.00",No,192.08
  11/14/17,"180,000.00",3,1,"1,010.00","8,581.00",1.00,No,Good,6,"1,010.00",0.00,98,0,98002,47.30,-122.22,"1,060.00","10,354.00",No,178.22
  7/14/17,"465,000.00",4,2.25,"2,340.00","13,383.00",1.00,No,Fair,8,"1,170.00","1,170.00",35,0,98074,47.62,-122.04,"1,810.00","12,532.00",No,198.72
  3/15/16,"722,500.00",4,2.5,"2,460.00","9,296.00",2.00,No,Fair,9,"2,460.00",0.00,40,0,98007,47.61,-122.15,"2,730.00","9,900.00",No,293.70
  9/14/17,"470,450.00",2,1,"1,010.00","3,400.00",1.00,No,Fair,7,"1,010.00",0.00,97,0,98103,47.67,-122.33,"1,800.00","3,600.00",No,465.79
  1/15/16,"280,000.00",3,2.5,"1,650.00","6,000.00",2.00,No,Fair,7,"1,650.00",0.00,28,0,98030,47.36,-122.19,"1,750.00","6,000.00",No,169.70
  4/15/16,"176,250.00",4,2,"1,440.00","6,702.00",1.00,No,Good,7,"1,440.00",0.00,52,0,98002,47.31,-122.22,"1,030.00","6,702.00",No,122.40
  6/14/17,"560,000.00",5,1,"1,710.00","9,100.00",1.50,No,Good,7,"1,320.00",390.00,92,0,98126,47.54,-122.38,"1,880.00","9,100.00",No,327.49
  10/14/17,"830,000.00",3,2.5,"2,760.00","11,287.00",2.00,No,Fair,10,"2,000.00",760.00,27,0,98028,47.74,-122.26,"2,760.00","13,719.00",No,300.72
  6/14/17,"276,900.00",2,1,"1,350.00","10,096.00",1.00,No,Good,7,"1,350.00",0.00,66,0,98045,47.50,-121.78,"1,280.00","10,095.00",No,205.11
  10/14/17,"625,000.00",3,1.75,"1,660.00","4,800.00",2.00,No,Fair,7,"1,660.00",0.00,112,2014,98112,47.63,-122.31,"1,660.00","4,800.00",Yes,376.51
  3/15/16,"1,020,000.00",4,2.5,"2,960.00","4,760.00",2.00,No,Fair,8,"2,160.00",800.00,118,0,98102,47.64,-122.32,"1,600.00","4,760.00",No,344.59
  9/14/17,"463,500.00",1,1,"1,090.00","8,750.00",1.00,No,Good,6,"1,090.00",0.00,94,0,98118,47.54,-122.27,"1,830.00","5,000.00",No,425.23
  9/14/17,"485,000.00",3,2.5,"3,110.00","9,015.00",2.00,No,Fair,9,"3,110.00",0.00,28,0,98058,47.44,-122.15,"2,650.00","8,960.00",No,155.95
  6/14/17,"272,000.00",3,2,"1,380.00","7,476.00",1.00,No,Fair,7,"1,380.00",0.00,29,0,98001,47.33,-122.27,"1,600.00","7,227.00",No,197.10
  12/14/17,"305,000.00",2,1,"1,290.00","3,140.00",2.00,No,Fair,7,"1,290.00",0.00,10,0,98053,47.70,-122.03,"1,290.00","2,628.00",No,236.43
  6/14/17,"760,000.00",3,2.5,"1,980.00","13,964.00",1.00,No,Excellent,7,"1,980.00",0.00,59,0,98040,47.57,-122.23,"2,040.00","13,964.00",No,383.84
  2/15/16,"387,500.00",2,1,870.00,"6,126.00",1.00,No,Good,7,870.00,0.00,80,0,98125,47.70,-122.32,"1,620.00","6,126.00",No,445.40
  9/14/17,"352,000.00",4,2.5,"2,470.00","5,015.00",2.00,No,Fair,8,"2,470.00",0.00,14,0,98038,47.35,-122.04,"2,470.00","5,100.00",No,142.51
  7/14/17,"507,000.00",3,1.75,"2,140.00","40,098.00",1.00,No,Excellent,8,"1,490.00",650.00,68,0,98058,47.43,-122.11,"2,220.00","35,371.00",No,236.92
  7/14/17,"156,000.00",3,1,770.00,"9,750.00",1.00,No,Fair,6,770.00,0.00,77,0,98188,47.45,-122.28,"1,560.00","10,707.00",No,202.60
  11/14/17,"580,000.00",3,3.25,"1,490.00",857.00,3.00,No,Fair,8,"1,220.00",270.00,17,0,98102,47.64,-122.32,"1,550.00","1,092.00",No,389.26
  7/14/17,"630,000.00",4,2.5,"2,510.00","35,020.00",1.00,No,Good,8,"1,610.00",900.00,41,0,98075,47.58,-122.00,"2,080.00","34,398.00",No,251.00
  12/14/17,"275,000.00",5,1.5,"1,950.00","9,000.00",1.00,No,Fair,7,"1,130.00",820.00,54,0,98146,47.49,-122.34,"1,680.00","9,526.00",No,141.03
  7/14/17,"835,000.00",5,4,"3,600.00","14,720.00",1.00,No,Excellent,8,"1,800.00","1,800.00",58,0,98034,47.70,-122.23,"3,600.00","15,358.00",No,231.94
  12/14/17,"340,000.00",4,2.5,"2,380.00","7,850.00",2.00,No,Fair,8,"2,380.00",0.00,23,0,98055,47.44,-122.20,"1,940.00","7,334.00",No,142.86
  5/14/17,"329,350.00",2,1,720.00,"6,687.00",1.00,No,Fair,6,720.00,0.00,76,0,98117,47.70,-122.36,840.00,"6,687.00",No,457.43
  7/14/17,"1,129,575.00",3,3.5,"4,070.00","26,000.00",2.00,No,Fair,10,"4,070.00",0.00,27,0,98033,47.66,-122.17,"3,770.00","26,000.00",No,277.54
  3/15/16,"475,000.00",3,1,"1,250.00","150,117.00",1.00,No,Fair,7,"1,250.00",0.00,43,0,98075,47.60,-122.01,"3,060.00","50,055.00",No,380.00
  11/14/17,"719,950.00",3,2.25,"2,190.00","2,416.00",3.00,No,Fair,8,"2,190.00",0.00,4,0,98117,47.68,-122.38,"1,510.00","3,615.00",No,328.74
  5/14/17,"235,000.00",1,1,810.00,"2,451.00",1.00,No,Excellent,7,810.00,0.00,77,0,98126,47.52,-122.38,980.00,"1,198.00",No,290.12
  3/15/16,"875,000.00",3,1.5,"2,440.00","5,750.00",1.00,No,Fair,8,"1,320.00","1,120.00",79,0,98115,47.70,-122.30,"2,160.00","6,820.00",No,358.61
  4/15/16,"380,000.00",4,1.75,"1,740.00","9,150.00",1.00,No,Fair,7,"1,740.00",0.00,44,0,98188,47.45,-122.28,"1,540.00","9,147.00",No,218.39
  3/15/16,"325,000.00",3,2.25,"1,480.00","97,138.00",1.50,No,Fair,7,"1,480.00",0.00,34,0,98010,47.33,-121.93,"1,730.00","176,418.00",No,219.59
  8/14/17,"475,000.00",4,2.5,"2,120.00","57,050.00",2.00,No,Fair,9,"2,120.00",0.00,29,0,98072,47.76,-122.13,"3,320.00","39,082.00",No,224.06
  3/15/16,"152,900.00",1,1,900.00,"4,368.00",1.00,No,Excellent,6,900.00,0.00,103,1950,98022,47.21,-121.99,"1,290.00","5,000.00",Yes,169.89
  8/14/17,"210,000.00",2,2,"1,190.00","7,570.00",1.00,No,Fair,6,"1,190.00",0.00,79,0,98146,47.51,-122.34,"1,190.00","7,635.00",No,176.47
  9/14/17,"350,000.00",4,1,"1,010.00","6,000.00",1.00,No,Fair,6,750.00,260.00,93,0,98136,47.55,-122.38,"1,450.00","6,000.00",No,346.53
  3/15/16,"505,000.00",3,2.5,"2,100.00","17,882.00",2.00,No,Good,8,"2,100.00",0.00,33,0,98059,47.48,-122.12,"2,080.00","16,686.00",No,240.48
  6/14/17,"464,900.00",4,2.25,"2,020.00","8,424.00",1.00,No,Good,7,"1,380.00",640.00,39,0,98034,47.73,-122.23,"2,030.00","7,236.00",No,230.15
  9/14/17,"650,000.00",3,2,"2,520.00","5,980.00",1.00,No,Fair,8,"1,790.00",730.00,61,0,98116,47.58,-122.38,"1,590.00","5,750.00",No,257.94
  5/15/16,"369,950.00",2,2.75,"1,370.00","1,140.00",2.00,No,Fair,8,"1,080.00",290.00,9,0,98133,47.71,-122.34,"1,370.00","1,090.00",No,270.04
  7/14/17,"250,000.00",3,2.5,"1,530.00","2,890.00",2.00,No,Fair,7,"1,530.00",0.00,17,0,98108,47.54,-122.29,"1,540.00","2,890.00",No,163.40
  4/15/16,"320,000.00",3,2.5,"1,530.00","2,890.00",2.00,No,Fair,7,"1,530.00",0.00,17,0,98108,47.54,-122.29,"1,540.00","2,890.00",No,209.15
  3/15/16,"1,129,575.00",4,4.25,"5,040.00","16,048.00",1.00,No,Fair,10,"3,420.00","1,620.00",68,0,98105,47.67,-122.26,"3,960.00","14,000.00",No,224.12
  9/14/17,"340,000.00",4,2.25,"2,530.00","24,700.00",2.00,No,Fair,7,"2,530.00",0.00,44,0,98031,47.39,-122.18,"2,650.00","24,700.00",No,134.39
  5/14/17,"440,000.00",2,1.5,"1,010.00","1,968.00",1.50,No,Excellent,5,"1,010.00",0.00,112,0,98107,47.68,-122.39,"1,760.00","4,200.00",No,435.64
  4/15/16,"219,950.00",3,1,"1,200.00","7,727.00",1.00,No,Good,7,"1,200.00",0.00,59,0,98022,47.20,-122.00,"1,300.00","7,718.00",No,183.29
  9/14/17,"940,000.00",4,3,"2,720.00","11,740.00",1.00,No,Excellent,9,"2,720.00",0.00,61,0,98040,47.58,-122.24,"2,640.00","11,740.00",No,345.59
  7/14/17,"399,950.00",4,1.5,"1,850.00","6,125.00",1.50,No,Fair,6,"1,110.00",740.00,73,0,98126,47.54,-122.37,990.00,"6,125.00",No,216.19
  1/15/16,"1,129,575.00",3,2.75,"2,340.00","8,828.00",1.00,No,Good,9,"2,340.00",0.00,64,0,98112,47.63,-122.29,"3,480.00","8,526.00",No,482.72
  4/15/16,"528,000.00",4,1.75,"1,860.00","9,750.00",1.00,No,Fair,7,"1,460.00",400.00,49,0,98034,47.71,-122.20,"1,900.00","8,913.00",No,283.87
  8/14/17,"545,000.00",4,1.75,"1,940.00","8,990.00",1.00,No,Good,8,"1,560.00",380.00,62,0,98034,47.70,-122.24,"2,310.00","11,745.00",No,280.93
  4/15/16,"575,000.00",2,2,"1,680.00","6,194.00",1.00,No,Fair,8,"1,680.00",0.00,14,0,98053,47.71,-122.03,"1,900.00","5,850.00",No,342.26
  11/14/17,"235,000.00",4,2.75,"1,770.00","10,184.00",1.00,No,Fair,8,"1,250.00",520.00,39,0,98023,47.31,-122.39,"2,070.00","8,320.00",No,132.77
  7/14/17,"272,000.00",3,2.5,"1,790.00","6,371.00",2.00,No,Fair,8,"1,790.00",0.00,20,0,98092,47.33,-122.17,"1,850.00","6,371.00",No,151.96
  4/15/16,"380,000.00",4,1.75,"1,720.00","9,600.00",1.00,No,Good,8,"1,720.00",0.00,49,0,98059,47.48,-122.16,"1,660.00","10,720.00",No,220.93
  4/15/16,"195,000.00",3,1,"1,280.00","6,967.00",1.50,No,Fair,7,"1,280.00",0.00,69,0,98155,47.75,-122.33,"1,280.00","7,245.00",No,152.34
  10/14/17,"297,000.00",3,2.5,"1,690.00","4,988.00",2.00,No,Fair,7,"1,690.00",0.00,16,0,98038,47.36,-122.02,"1,830.00","4,733.00",No,175.74
  4/15/16,"349,000.00",4,2.5,"2,190.00","7,294.00",2.00,No,Fair,8,"2,190.00",0.00,15,0,98023,47.29,-122.36,"2,240.00","7,379.00",No,159.36
  9/14/17,"320,000.00",2,1,710.00,"5,200.00",1.00,No,Good,6,710.00,0.00,76,0,98126,47.54,-122.37,"1,610.00","5,200.00",No,450.70
  7/14/17,"319,990.00",4,1.5,"1,890.00","10,707.00",1.00,No,Fair,7,"1,890.00",0.00,56,0,98148,47.43,-122.33,"1,610.00","8,827.00",No,169.31
  6/14/17,"439,900.00",2,2,"1,410.00","12,282.00",1.50,No,Excellent,8,"1,410.00",0.00,109,1988,98024,47.52,-121.93,"1,410.00","8,931.00",Yes,311.99
  8/14/17,"429,000.00",3,3.25,"2,210.00","3,600.00",2.00,No,Fair,8,"1,820.00",390.00,23,0,98125,47.70,-122.28,"2,010.00","6,690.00",No,194.12
  7/14/17,"272,500.00",3,2,"1,540.00","6,250.00",1.00,No,Fair,7,"1,540.00",0.00,20,0,98038,47.35,-122.03,"2,070.00","6,250.00",No,176.95
  9/14/17,"400,000.00",4,2,"1,350.00","7,255.00",1.00,No,Good,7,"1,350.00",0.00,59,0,98125,47.73,-122.31,"1,050.00","7,288.00",No,296.30
  4/15/16,"462,000.00",5,2,"1,380.00","4,300.00",1.50,No,Fair,7,"1,380.00",0.00,102,0,98103,47.66,-122.34,"1,830.00","3,800.00",No,334.78
  3/15/16,"510,000.00",2,1,890.00,"6,095.00",1.00,No,Fair,7,890.00,0.00,71,0,98115,47.68,-122.30,"1,450.00","5,985.00",No,573.03
  6/14/17,"550,000.00",3,2.5,"1,900.00","3,255.00",2.00,No,Fair,8,"1,900.00",0.00,30,2000,98007,47.61,-122.15,"1,880.00","3,350.00",Yes,289.47
  4/15/16,"150,000.00",3,1,"1,240.00","5,200.00",1.00,No,Fair,6,"1,240.00",0.00,49,0,98042,47.37,-122.08,870.00,"5,200.00",No,120.97
  6/14/17,"460,000.00",3,2.5,"1,730.00","8,490.00",1.00,No,Fair,7,"1,210.00",520.00,49,0,98034,47.72,-122.22,"1,870.00","7,400.00",No,265.90
  6/14/17,"632,500.00",4,2.5,"2,090.00","10,306.00",2.00,No,Fair,10,"2,090.00",0.00,32,0,98074,47.63,-122.05,"2,660.00","11,481.00",No,302.63
  9/14/17,"361,000.00",3,1.75,"1,650.00","11,220.00",1.00,No,Good,7,"1,650.00",0.00,49,0,98077,47.76,-122.07,"1,340.00","10,129.00",No,218.79
  8/14/17,"437,000.00",3,2.25,"1,130.00","1,221.00",2.00,No,Fair,8,"1,030.00",100.00,14,0,98117,47.68,-122.38,"1,300.00","5,000.00",No,386.73
  5/15/16,"370,000.00",6,2.75,"3,240.00","5,750.00",1.00,No,Good,6,"2,160.00","1,080.00",68,0,98002,47.31,-122.22,"1,230.00","5,750.00",No,114.20
  4/15/16,"884,250.00",4,2.5,"3,840.00","12,151.00",2.00,No,Fair,10,"3,840.00",0.00,20,0,98075,47.60,-121.99,"3,560.00","11,044.00",No,230.27
  6/14/17,"225,000.00",3,1,"1,200.00","9,936.00",1.00,No,Good,6,"1,200.00",0.00,49,0,98038,47.36,-122.03,"1,200.00","10,189.00",No,187.50
  8/14/17,"235,000.00",2,1,870.00,"5,000.00",1.00,No,Fair,6,870.00,0.00,69,0,98126,47.52,-122.38,820.00,"5,000.00",No,270.11
  7/14/17,"767,500.00",6,3.5,"2,410.00","6,000.00",2.00,No,Fair,9,"2,220.00",190.00,102,1990,98136,47.54,-122.38,"1,980.00","6,000.00",Yes,318.46
  5/14/17,"1,129,575.00",3,1.75,"1,560.00","8,078.00",1.50,Yes,Good,6,"1,560.00",0.00,90,0,98040,47.58,-122.25,"2,890.00","16,710.00",No,724.09
